5.13,JSOSX - Jpmorgan Strategic Income Opportunities Fund I C,Mutual FundsMutual Fund,Spouse,"$1,001 - $15,000","Excepted Investment Fund,",None (or less than $201)
5.14,GOBIX - Brandywineglobal - Global Opportunities Bond Fun,Mutual FundsMutual Fund,Spouse,"None (or less than $1,001)","Excepted Investment Fund,",None (or less than $201)
5.15,LAHYX - Lord Abbett Investment Trust High Yield Fund Cla,Mutual FundsMutual Fund,Spouse,"None (or less than $1,001)","Excepted Investment Fund,",None (or less than $201)
5.16,RPIFX - T. Rowe Price Institutional Floating Rate Fund,Mutual FundsMutual Fund,Spouse,"$1,001 - $15,000","Excepted Investment Fund,",None (or less than $201)
5.17,DVY - iShares Select Dividend ETF,Mutual FundsMutual Fund,Spouse,"$1,001 - $15,000","Excepted Investment Fund,",None (or less than $201)
5.18,JIGFX - Janus Henderson Overseas Fund - I Shares,Mutual FundsMutual Fund,Spouse,"$1,001 - $15,000","Excepted Investment Fund,",None (or less than $201)
5.19,AGG - US Aggregate Bond Ishares Core ETF,Mutual FundsMutual Fund,Spouse,"$1,001 - $15,000","Excepted Investment Fund,",None (or less than $201)
5.20,FDRXX - FIDELITY GOVERNMENT CASH RESERVES,Mutual FundsMutual Fund,Spouse,"$1,001 - $15,000","Excepted Investment Fund,",None (or less than $201)
6,Scholar's Edge 529Institution: Scholar's Edge,Education Savings Plans529 College Savings Plan,Spouse,,,
6.1,Scholar's Edge Fixed Income Portfolio A,Mutual FundsMutual Fund,Spouse,"$1,001 - $15,000","Excepted Investment Fund,",None (or less than $201)
6.2,Scholar's Edge Today Portfolio A,Mutual FundsMutual Fund,Spouse,"$15,001 - $50,000","Excepted Investment Fund,",None (or less than $201)
6.3,Scholar's Edge Today Portfolio C,Mutual FundsMutual Fund,Spouse,"None (or less than $1,001)","Excepted Investment Fund,",None (or less than $201)
6.4,Scholar's Edge Aggressive Portfolio A,Mutual FundsMutual Fund,Spouse,"None (or less than $1,001)","Excepted Investment Fund,",None (or less than $201)
7,Christopher Coons Charitable Remainder Trust,TrustGeneral Trust,Self,,,
7.1,"WSFS Bank(Wilmington, DE)Type: Checking,",Bank Deposit,Self,"$1,001 - $15,000","None,",None (or less than $201)
7.2,Talcott Resolution AnnuityProvider: FCG Advisors,AnnuityVariable Annuity,Self,,,
7.2.1,Htfd Ttl Return Bond HLS,Mutual FundsMutual Fund,Self,"$15,001 - $50,000","Excepted Investment Fund,",None (or less than $201)
7.2.2,AB VPS Intl Value Port,Mutual FundsMutual Fund,Self,"$15,001 - $50,000","Excepted Investment Fund,",None (or less than $201)
7.2.3,Htfd Intl Opp HLS,Mutual FundsMutual Fund,Self,"$15,001 - $50,000","Excepted Investment Fund,",None (or less than $201)
7.2.4,Put VT Intl Equity,Mutual FundsMutual Fund,Self,"$15,001 - $50,000","Excepted Investment Fund,",None (or less than $201)
7.2.5,Fidelity VIP Equity-Incm,Mutual FundsMutual Fund,Self,"$15,001 - $50,000","Excepted Investment Fund,",None (or less than $201)
7.2.6,Fidelity VIP Grwth,Mutual FundsMutual Fund,Self,"$1,001 - $15,000","Excepted Investment Fund,",None (or less than $201)
7.2.7,Htfd Disciplined Eqty HLS,Mutual FundsMutual Fund,Self,"$100,001 - $250,000","Excepted Investment Fund,",None (or less than $201)
7.2.8,Invesco Capital App Fund,Mutual FundsMutual Fund,Self,"$1,001 - $15,000","Excepted Investment Fund,",None (or less than $201)
7.2.9,InvescoV.I. Comstock Fund,Mutual FundsMutual Fund,Self,"$1,001 - $15,000","Excepted Investment Fund,",None (or less than $201)
7.2.10,Invesco Main St Small Cap,Mutual FundsMutual Fund,Self,"$15,001 - $50,000","Excepted Investment Fund,",None (or less than $201)
7.2.11,Putnam VT Small Cap,Mutual FundsMutual Fund,Self,"$15,001 - $50,000","Excepted Investment Fund,",None (or less than $201)
7.2.12,AB VPS Relative Value Portfolio,Mutual FundsMutual Fund,Self,"$15,001 - $50,000","Excepted Investment Fund,",None (or less than $201)
7.3,FSGGX - Fidelity Global Ex U.S. Index Fund,Mutual FundsMutual Fund,Self,"$1,001 - $15,000","Excepted Investment Fund,",None (or less than $201)
7.4,CNSFX - Invesco Convertible Securities Fund Cl R6,Mutual FundsMutual Fund,Self,"None (or less than $1,001)","Excepted Investment Fund,",None (or less than $201)
7.5,BIOIX - Baron Opportunity Fund Inst Shs,Mutual FundsMutual Fund,Self,"$1,001 - $15,000","Excepted Investment Fund,",None (or less than $201)
7.6,FTHSX - Fuller & Thaler Behavioral Small-Cap Equity Fund,Mutual FundsMutual Fund,Self,"$1,001 - $15,000","Excepted Investment Fund,",None (or less than $201)
7.7,CSSPX - Cohen & Steers Global Realty Shares Inc Class I,Mutual FundsMutual Fund,Self,"$1,001 - $15,000","Excepted Investment Fund,",None (or less than $201)
7.8,GERIX - Goldman Sachs Emerging Mkts Equity Insight Fd IN,Mutual FundsMutual Fund,Self,"$1,001 - $15,000","Excepted Investment Fund,",None (or less than $201)
7.9,OANMX - Oakmark Fund Institutional Class,Mutual FundsMutual Fund,Self,"$15,001 - $50,000","Excepted Investment Fund,",None (or less than $201)
7.10,GLIFX - Lazard Global Listed Infrastructure Ptf Insti Sh,Mutual FundsMutual Fund,Self,"$1,001 - $15,000","Excepted Investment Fund,",None (or less than $201)
7.11,LBFIX - Clearbridge Select Fd I,Mutual FundsMutual Fund,Self,"$1,001 - $15,000","Excepted Investment Fund,",None (or less than $201)
7.12,VWILX - Vanguard International Growth Fund Admiral Share,Mutual FundsMutual Fund,Self,"None (or less than $1,001)","Excepted Investment Fund,",None (or less than $201)
7.13,BSBIX - Baird Short Term Bond Fund Institutional Class,Mutual FundsMutual Fund,Self,"$1,001 - $15,000","Excepted Investment Fund,",None (or less than $201)
7.14,JSOSX - Jpmorgan Strategic Income Opportunities Fund I C,Mutual FundsMutual Fund,Self,"None (or less than $1,001)","Excepted Investment Fund,",None (or less than $201)
7.15,GOBIX - Brandywineglobal - Global Opportunities Bond Fun,Mutual FundsMutual Fund,Self,"None (or less than $1,001)","Excepted Investment Fund,",None (or less than $201)
7.16,RPIFX - T. Rowe Price Institutional Floating Rate Fund,Mutual FundsMutual Fund,Self,"$1,001 - $15,000","Excepted Investment Fund,",None (or less than $201)
7.17,VWIUX - Vanguard Intermediate-Term Tax-Exempt Fd Admiral,Mutual FundsMutual Fund,Self,"$1,001 - $15,000","Excepted Investment Fund,",None (or less than $201)
7.18,DVY - iShares Select Dividend ETF,Mutual FundsMutual Fund,Self,"$1,001 - $15,000","Excepted Investment Fund,",None (or less than $201)
7.19,JIGFX - Janus Henderson Overseas Fund - I Shares,Mutual FundsMutual Fund,Self,"$1,001 - $15,000","Excepted Investment Fund,",None (or less than $201)
7.20,AGG - US Aggregate Bond Ishares Core ETF,Mutual FundsMutual Fund,Self,"$1,001 - $15,000","Excepted Investment Fund,",None (or less than $201)
7.21,HIGFX - American High-Income Trust - Class F-3,Mutual FundsMutual Fund,Self,"$1,001 - $15,000","Excepted Investment Fund,",None (or less than $201)
7.22,FDRXX - FIDELITY GOVERNMENT CASH RESERVES,Mutual FundsMutual Fund,Self,"$1,001 - $15,000","Excepted Investment Fund,",None (or less than $201)
8,Ann M Coons Charitable Remainder Trust,TrustGeneral Trust,Spouse,,,
8.1,"WSFS Bank(Wilmington, DE)Type: Checking,",Bank Deposit,Spouse,"$1,001 - $15,000","None,",None (or less than $201)
8.2,Jackson Variable AnnuityProvider: FCG Advisors LLC,AnnuityVariable Annuity,Spouse,,,
8.2.1,JNL/PPM America HighYldBd,Mutual FundsMutual Fund,Spouse,"$15,001 - $50,000","Excepted Investment Fund,",None (or less than $201)
8.2.2,JNL MultiMgr FlRateInc,Mutual FundsMutual Fund,Spouse,"$15,001 - $50,000","Excepted Investment Fund,",None (or less than $201)
8.2.3,JNL/Neuberger Strat Inc,Mutual FundsMutual Fund,Spouse,"$15,001 - $50,000","Excepted Investment Fund,",None (or less than $201)
8.2.4,JNL/DoubleLineTR,Mutual FundsMutual Fund,Spouse,"$15,001 - $50,000","Excepted Investment Fund,",None (or less than $201)
8.2.5,JNL/Western GlblMultiSec,Mutual FundsMutual Fund,Spouse,"$1,001 - $15,000","Excepted Investment Fund,",None (or less than $201)
8.2.6,JNL/JPMorgan US Gov&Qual,Mutual FundsMutual Fund,Spouse,"$1,001 - $15,000","Excepted Investment Fund,",None (or less than $201)
8.2.7,JNL/DFA US Core Equity,Mutual FundsMutual Fund,Spouse,"$15,001 - $50,000","Excepted Investment Fund,",None (or less than $201)
8.2.8,JNL/JPMorgan MidCapGrowth,Mutual FundsMutual Fund,Spouse,"$15,001 - $50,000","Excepted Investment Fund,",None (or less than $201)
8.2.9,JNL/MC Sm Cap Index,Mutual FundsMutual Fund,Spouse,"$15,001 - $50,000","Excepted Investment Fund,",None (or less than $201)
8.2.10,JNL/WCM Focused IntlEq,Mutual FundsMutual Fund,Spouse,"$15,001 - $50,000","Excepted Investment Fund,",None (or less than $201)
8.2.11,JNL/MC Emg Mkts Index,Mutual FundsMutual Fund,Spouse,"$1,001 - $15,000","Excepted Investment Fund,",None (or less than $201)
8.2.12,JNL/T. RowePriceCapAp,Mutual FundsMutual Fund,Spouse,"$15,001 - $50,000","Excepted Investment Fund,",None (or less than $201)
8.2.13,JNL/T. Rowe Price ShTmBd,Mutual FundsMutual Fund,Spouse,"$250,001 - $500,000","Excepted Investment Fund,",None (or less than $201)
9,New Castle County Pension Plan,Retirement PlansDefined Benefit Pension Plan,Self,"$15,001 - $50,000","None,",None (or less than $201)
10,"TCS Lease Management LLCCompany: TCS Lease Management LLC (Sanibel Island, Florida) Description: Rental Real Estate",Business EntityLimited Liability Company (LLC),Self,,,
10.1,"Sanibel Island CondoDescription: Real Estate (Sanibel Island, Florida) Filer comment:  Gifted by S. Gore to her three sons, which includes Chris Coons (1/3 to each). Full value reported.",Real EstateResidential,Self,"$1,000,001 - $5,000,000","Rent/Royalties,","$15,001 - $50,000"
10.2,"PNC(Wilmington, DE)Type: Checking,",Bank Deposit,Self,"None (or less than $1,001)","None,",None (or less than $201)
10.3,TCS Lease Management LLC Investment Acct,Brokerage/Managed Account,Self,,,
10.3.1,"FMTC(Overland Park, KS)Type: Money Market Account,",Bank Deposit,Self,"$1,001 - $15,000","Interest,",None (or less than $201)
11,Putnam 529 Investment Institution: Putnam Investments,Education Savings Plans529 College Savings Plan,Spouse,,,
11.1,Putnam 529 Age-Based GRAD-A,Mutual FundsMutual Fund,Spouse,"$15,001 - $50,000","Excepted Investment Fund,",None (or less than $201)
11.2,Putnam 529 Age-Based GRAD-C,Mutual FundsMutual Fund,Spouse,"$50,001 - $100,000","Excepted Investment Fund,",None (or less than $201)
12,"TCS Lease Management 2, LLCCompany: TCS Lease Management 2, LLC (Lewes, Delaware) Description: Rental Real Estate",Business EntityLimited Liability Company (LLC),Self,,,
12.1,"Lewes TownhouseDescription: Real Estate (Lewes, Delaware) Filer comment:  Gifted by S. Gore to her three sons, which includes Chris Coons (1/3 to each). Full value reported.",Real EstateResidential,Self,"$1,000,001 - $5,000,000","Rent/Royalties,","$15,001 - $50,000"
12.2,"WSFS(Wilmington, DE)Type: Checking,",Bank Deposit,Self,"$15,001 - $50,000","None,",None (or less than $201)
13,"WSFS(Wilmington, Delaware)Type: Checking, Money Market Account, Filer comment:  Jointly owned by spouse and child (no longer a dependent)",Bank Deposit,Spouse,"$100,001 - $250,000","Interest,","$201 - $1,000"
14,"WSFS(Wilmington, Delaware)Type: Checking, Money Market Account, Savings, Filer comment:  Jointly owned by spouse and child (no longer a dependent)",Bank Deposit,Spouse,"$100,001 - $250,000","Interest,","$2,501 - $5,000"
15,"WSFS(Wilmington, Delaware)Type: Checking, Savings, Filer comment:  Jointly owned by spouse and child (no longer a dependent)",Bank Deposit,Spouse,"$250,001 - $500,000","Interest,","$201 - $1,000"
16,Grantor Retained Annuity Trust fbo Christopher Coons,TrustGeneral Trust,Self,,,
16.1,FDRXX Government Cash Reserves,Mutual FundsMutual Fund,Self,"$100,001 - $250,000","Dividends, Interest,","$5,001 - $15,000"
16.2,WL Gore Stock,Corporate SecuritiesStock,Self,"$1,000,001 - $5,000,000","Dividends,","$15,001 - $50,000"
