9.9,DFAU - Dimensional US Core Equity Market ETF,Mutual FundsMutual Fund,Spouse,"$1,001 - $15,000","None,",None (or less than $201)
9.10,DUHP - Dimensional US High Profitability ETF,Mutual FundsMutual Fund,Spouse,"$1,001 - $15,000","None,",None (or less than $201)
9.11,LIT - GX Lithium & Battery Tech ETF,Mutual FundsMutual Fund,Spouse,"None (or less than $1,001)","None,",None (or less than $201)
9.12,SLV - Silver Trust Ishares,Mutual FundsMutual Fund,Spouse,"None (or less than $1,001)","None,",None (or less than $201)
9.13,IAU - Gold Trust Ishares,Mutual FundsMutual Fund,Spouse,"None (or less than $1,001)","None,",None (or less than $201)
9.14,CRERX - Columbia Real Estate Equity Fund Class Adv,Mutual FundsMutual Fund,Spouse,"$1,001 - $15,000","None,",None (or less than $201)
10,TPB - ROTH IRA,Retirement PlansIRA,Self,,,
10.1,VADDX - Invesco Equally-Weighted S&P 500 Fund Class Y,Mutual FundsMutual Fund,Self,"$1,001 - $15,000","None,",None (or less than $201)
10.2,RGISX - Russell Investments Global Infrastructure Fund Cla,Mutual FundsMutual Fund,Self,"$1,001 - $15,000","None,",None (or less than $201)
10.3,RINTX - Russell Investments International Developed Market,Mutual FundsMutual Fund,Self,"$15,001 - $50,000","None,",None (or less than $201)
10.4,RLESX - Russell Investments U.S. Small Cap Equity Fund Cla,Mutual FundsMutual Fund,Self,"$1,001 - $15,000","None,",None (or less than $201)
10.5,CMCYX - VanEck CM Commodity Index Fund Class Y,Mutual FundsMutual Fund,Self,"$1,001 - $15,000","None,",None (or less than $201)
10.6,RGCSX - Russell Investments Opportunistic Credit Fund Clas,Mutual FundsMutual Fund,Self,"$1,001 - $15,000","None,",None (or less than $201)
10.7,REZ - iShares Residential and Multisector Real Estate ET,Mutual FundsExchange Traded Fund/Note,Self,"None (or less than $1,001)","None,",None (or less than $201)
10.8,FIQGX - Fidelity Advisor Emerging Markets Discovery Fund,Mutual FundsMutual Fund,Self,"$1,001 - $15,000","None,",None (or less than $201)
10.9,DFAU - Dimensional US Core Equity Market ETF,Mutual FundsMutual Fund,Self,"$1,001 - $15,000","None,",None (or less than $201)
10.10,DUHP - Dimensional US High Profitability ETF,Mutual FundsMutual Fund,Self,"$1,001 - $15,000","None,",None (or less than $201)
10.11,LIT - GX Lithium & Battery Tech ETF,Mutual FundsMutual Fund,Self,"None (or less than $1,001)","None,",None (or less than $201)
10.12,SLV - Silver Trust Ishares,Mutual FundsMutual Fund,Self,"None (or less than $1,001)","None,",None (or less than $201)
10.13,IAU - Gold Trust Ishares,Mutual FundsMutual Fund,Self,"None (or less than $1,001)","None,",None (or less than $201)
10.14,CRERX - Columbia Real Estate Equity Fund Class Adv,Mutual FundsMutual Fund,Self,"$1,001 - $15,000","None,",None (or less than $201)
11,"Budd Family LLCCompany: Budd Family LLC (Winston Salem, North Carolina) Description: Real Estate Rental and Farm",Business EntityLimited Liability Company (LLC),Child,,,
11.1,"Budd FarmDescription: Farm (Advance, North Carolina)",Farm,Child,"$250,001 - $500,000","Rent/Royalties,",None (or less than $201)
11.2,"Beach PropertyDescription: Rental Real Estate (Wilmington, North Carolina)",Real EstateResidential,Child,"$250,001 - $500,000","Rent/Royalties,",None (or less than $201)
11.3,"Budd Hope LLCCompany: Budd Hope LLC (Advance, NC) Description: Owner of commercial building",Business EntityLimited Liability Company (LLC),Child,,,
11.3.1,"Real EstateDescription: Warehouse on Hope Church Road (Winston-Salem, NC)",Real EstateCommercial,Child,"$250,001 - $500,000","Rent/Royalties,","$15,001 - $50,000"
12,"Budd Family LLCCompany: Budd Family LLC (Winston Salem, North Carolina) Description: Real Estate Rental and Farm",Business EntityLimited Liability Company (LLC),Child,,,
12.1,"Budd FarmDescription: Farm (Advance, North Carolina)",Farm,Child,"$250,001 - $500,000","Rent/Royalties,",None (or less than $201)
12.2,"Beach PropertyDescription: Beach Rental Property (Wilmington, North Carolina)",Real EstateResidential,Child,"$250,001 - $500,000","Rent/Royalties,",None (or less than $201)
12.3,"Budd Hope LLCCompany: Budd Hope LLC (Advance, NC) Description: Owner of commercial building",Business EntityLimited Liability Company (LLC),Child,,,
12.3.1,"Real EstateDescription: Warehouse on Hope Church Road (Winston-Salem, NC)",Real EstateCommercial,Child,"$250,001 - $500,000","Rent/Royalties,","$15,001 - $50,000"
13,Lincoln Flexible Premium Variable Life Insurance,Life InsuranceVariable,Self,,,
13.1,LVIP Vanguard Bnd Alloc Fnd SC (791),Mutual FundsMutual Fund,Self,"$1,001 - $15,000","None,",None (or less than $201)
13.2,LVIP SSGA S&P 500 Index SC (946),Mutual FundsMutual Fund,Self,"$15,001 - $50,000","None,",None (or less than $201)
14,Lincoln Flexible Premium Variable Life Insurance,Life InsuranceVariable,Joint,,,
14.1,LVIP Vanguard Bnd Alloc Fnd SC (791),Mutual FundsMutual Fund,Joint,"$100,001 - $250,000","None,",None (or less than $201)
14.2,LVIP SSGA S&P 500 Index SC (946),Mutual FundsMutual Fund,Joint,"$100,001 - $250,000","None,",None (or less than $201)
15,"T Paul Properties, LLCCompany: T Paul Properties, LLC (Advance, NC) Description: Partner in commercial real estate business",Business EntityLimited Liability Company (LLC),Spouse,,,
15.1,"Budd Hope LLCCompany: Budd Hope LLC (Advance, NC) Description: Owner of commercial building",Business EntityLimited Liability Company (LLC),Spouse,,,
15.1.1,"Real EstateDescription: Warehouse on Hope Church Road (Winston-Salem, NC)",Real EstateCommercial,Spouse,"$500,001 - $1,000,000","Rent/Royalties,","$15,001 - $50,000"
16,"Citibank, NA(Sioux Falls, SD)Type: Savings,",Bank Deposit,Self,"$15,001 - $50,000","Interest,","$201 - $1,000"
