3.36,Saunders County Neb General Obligation BondRate/Coupon: 3.0%  Matures: 11/01/2027,Government SecuritiesMunicipal Security,Joint,"$100,001 - $250,000","Interest,","$2,501 - $5,000"
3.37,"Charles Schwab(New York, NY)Type: Brokerage Sweep Account,",Bank Deposit,Joint,"$250,001 - $500,000","Interest,","$5,001 - $15,000"
3.38,Scotts Bluff County General Obligation BondRate/Coupon: 1.7%  Matures: 01/15/2026,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$201 - $1,000"
3.39,SPY - S&P 500 SPDR,Mutual FundsExchange Traded Fund/Note,Joint,"$1,000,001 - $5,000,000","Excepted Investment Fund,","$15,001 - $50,000"
3.40,SPYV - SPDR S&P 500 Value Portfolio ETF,Mutual FundsExchange Traded Fund/Note,Joint,"$1,000,001 - $5,000,000","Excepted Investment Fund,","$15,001 - $50,000"
3.41,SLYV - S&P Smallcap Value ETF SPDR,Mutual FundsExchange Traded Fund/Note,Joint,"$250,001 - $500,000","Excepted Investment Fund,","$5,001 - $15,000"
3.42,MDY - S&P Midcap 400 SPDR,Mutual FundsExchange Traded Fund/Note,Joint,"$1,000,001 - $5,000,000","Excepted Investment Fund,","$15,001 - $50,000"
3.43,Stanton County Neb Util Revenue Bond Rate/Coupon: 1.7%  Matures: 06/01/2027,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$1,001 - $2,500"
3.44,VTEB - Vanguard Tax-Exempt Bond ETF,Mutual FundsExchange Traded Fund/Note,Joint,"$1,000,001 - $5,000,000","Excepted Investment Fund,","$15,001 - $50,000"
3.45,VNQ - Vanguard Real Estate ETF,Mutual FundsExchange Traded Fund/Note,Joint,"$250,001 - $500,000","Excepted Investment Fund,","$15,001 - $50,000"
3.46,VOO - Vanguard S&P 500 ETF,Mutual FundsExchange Traded Fund/Note,Joint,"$100,001 - $250,000","Excepted Investment Fund,","$2,501 - $5,000"
3.47,Schwab U.S. TIPS ETF (SCHP),Mutual FundsExchange Traded Fund/Note,Joint,"$50,001 - $100,000","Excepted Investment Fund,","$201 - $1,000"
3.48,Vanguard Total Bond Market Index Fund (BND),Mutual FundsExchange Traded Fund/Note,Joint,"$250,001 - $500,000","Excepted Investment Fund,","$2,501 - $5,000"
4,UBS Account 6Filer comment:  f/k/a Merrill Lynch Eaton Vance Acct 1,Brokerage/Managed Account,Spouse,,,
4.1,Aubrey Texas Indpt Sch Dist Revenue BondRate/Coupon: 5.0%  Matures: 02/15/2034Filer comment:  No longer held,Government SecuritiesMunicipal Security,Spouse,"None (or less than $1,001)","Capital Gains,","$1,001 - $2,500"
4.2,Baldwin County AL General Obligation BondRate/Coupon: 5.0%  Matures: 05/01/2026,Government SecuritiesMunicipal Security,Spouse,"$50,001 - $100,000","Interest,","$1,001 - $2,500"
4.3,Chatham County NC Limited Obligation BondRate/Coupon: 5.0%  Matures: 11/01/2031,Government SecuritiesMunicipal Security,Spouse,"$100,001 - $250,000","Interest,","$5,001 - $15,000"
4.4,Florida St Bd of Educ Revenue BondRate/Coupon: 5.0%  Matures: 06/01/2032,Government SecuritiesMunicipal Security,Spouse,"$100,001 - $250,000","Interest,","$5,001 - $15,000"
4.5,Florida St Rt of Way Construction Ref BondRate/Coupon: 5.0%  Matures: 06/01/2030,Government SecuritiesMunicipal Security,Spouse,"$100,001 - $250,000","Interest,","$5,001 - $15,000"
4.6,Georgia St General Obligation BondRate/Coupon: 5.0%  Matures: 08/01/2033Filer comment:  No longer held,Government SecuritiesMunicipal Security,Spouse,"None (or less than $1,001)","Interest, Capital Gains,","$2,501 - $5,000"
4.7,Hennepin County MN General Obligation BondRate/Coupon: 5.0%  Matures: 12/01/2032,Government SecuritiesMunicipal Security,Spouse,"$100,001 - $250,000","Interest,","$5,001 - $15,000"
4.8,Jefferson County CO Sch Dist Revenue BondRate/Coupon: 4.0%  Matures: 12/15/2033,Government SecuritiesMunicipal Security,Spouse,"$50,001 - $100,000","Interest,","$1,001 - $2,500"
4.9,Liberty Hill TX Indpt Sch Dist Revenue BondRate/Coupon: 5.0%  Matures: 02/01/2032,Government SecuritiesMunicipal Security,Spouse,"$50,001 - $100,000","Interest,","$1,001 - $2,500"
4.10,Maricopa County AZ Sch Dist Revenue BondRate/Coupon: 5.0%  Matures: 07/01/2027,Government SecuritiesMunicipal Security,Spouse,"$50,001 - $100,000","Interest,","$2,501 - $5,000"
4.11,Metropolitan Govt Nashville & Davidson TN Water & Sewer Revenue BondRate/Coupon: 5.0%  Matures: 07/01/2033,Government SecuritiesMunicipal Security,Spouse,"$100,001 - $250,000","Interest,","$2,501 - $5,000"
4.12,"Merrill Lynch(New York, NY)Type: Brokerage Sweep Account,",Bank Deposit,Spouse,"$250,001 - $500,000","Interest,","$5,001 - $15,000"
4.13,New York NY General Obligation BondRate/Coupon: 5.0%  Matures: 09/01/2033Filer comment:  No longer held,Government SecuritiesMunicipal Security,Spouse,"None (or less than $1,001)","Capital Gains,","$5,001 - $15,000"
4.14,New York NY Transition Fin Auth Revenue BondRate/Coupon: 5.0%  Matures: 11/01/2032,Government SecuritiesMunicipal Security,Spouse,"$15,001 - $50,000","Interest,","$1,001 - $2,500"
4.15,New York NY Transition Fin Auth Revenue BondRate/Coupon: 5.0%  Matures: 11/01/2032,Government SecuritiesMunicipal Security,Spouse,"$50,001 - $100,000","Interest,","$1,001 - $2,500"
4.16,New York NY Transition Fin Auth Revenue BondRate/Coupon: 5.0%  Matures: 11/01/2032,Government SecuritiesMunicipal Security,Spouse,"$50,001 - $100,000","Interest,","$2,501 - $5,000"
4.17,New York NY Transition Fin Auth Revenue BondRate/Coupon: 5.0%  Matures: 11/01/2037,Government SecuritiesMunicipal Security,Spouse,"$50,001 - $100,000","Interest,","$1,001 - $2,500"
4.18,New York St Dorm Auth Revenue BondRate/Coupon: 5.0%  Matures: 03/15/2024,Government SecuritiesMunicipal Security,Spouse,"$100,001 - $250,000","Interest,","$5,001 - $15,000"
4.19,New York St Dorm Auth Revenue BondRate/Coupon: 5.0%  Matures: 03/15/2029,Government SecuritiesMunicipal Security,Spouse,"$50,001 - $100,000","Interest,","$2,501 - $5,000"
4.20,Richland County SC Sch Dist General Obligation BondRate/Coupon: 5.0%  Matures: 03/01/2025,Government SecuritiesMunicipal Security,Spouse,"$15,001 - $50,000","Interest, Capital Gains,","$1,001 - $2,500"
4.21,Texas Water Dev Brd Revenue BondRate/Coupon: 4.55%  Matures: 10/15/2038,Government SecuritiesMunicipal Security,Spouse,"$100,001 - $250,000","Interest,","$2,501 - $5,000"
4.22,"U.S. Treasury Note 11/15/2032Rate/Coupon: None  Matures: NoneFiler comment:  4.125%, 11/15/2032",Government SecuritiesUS Treasury/Agency Security,Spouse,"$250,001 - $500,000","Interest,","$5,001 - $15,000"
4.23,"U.S. Treasury Note 12/31/2024Rate/Coupon: None  Matures: NoneFiler comment:  4.25%, 12/31/2024",Government SecuritiesUS Treasury/Agency Security,Spouse,"$50,001 - $100,000","None,","$2,501 - $5,000"
4.24,Univ of Wyoming Revenue BondRate/Coupon: 4.0%  Matures: 06/01/2038,Government SecuritiesMunicipal Security,Spouse,"$50,001 - $100,000","Interest,","$2,501 - $5,000"
4.25,Virginia St General Obligation BondRate/Coupon: 5.0%  Matures: 06/01/2036,Government SecuritiesMunicipal Security,Spouse,"$100,001 - $250,000","Interest,","$5,001 - $15,000"
4.26,Washington County UT Sch Dist General Obligation BondRate/Coupon: 5.0%  Matures: 03/01/2030,Government SecuritiesMunicipal Security,Spouse,"$100,001 - $250,000","Interest,","$5,001 - $15,000"
4.27,Wisconsin St Revenue BondRate/Coupon: 5.0%  Matures: 07/01/2027,Government SecuritiesMunicipal Security,Spouse,"$50,001 - $100,000","Interest,","$1,001 - $2,500"
4.28,Woods Hole Mass St Revenue BondRate/Coupon: 5.0%  Matures: 03/01/2028,Government SecuritiesMunicipal Security,Spouse,"$50,001 - $100,000","Interest,","$2,501 - $5,000"
5,Merrill Lynch Acct 2,Brokerage/Managed Account,Self,,,
5.1,GSIMX - Goldman Sachs Gqg Partners International OpportuFiler comment:  No longer held,Mutual FundsMutual Fund,Self,"None (or less than $1,001)","Excepted Investment Fund,","$15,001 - $50,000"
5.2,IUSG - iShares Core S&P U.S. Growth ETFFiler comment:  No longer held,Mutual FundsExchange Traded Fund/Note,Self,"None (or less than $1,001)","Excepted Investment Fund,","$5,001 - $15,000"
5.3,JPST - JPMorgan Ultra-Short Income ETFFiler comment:  No longer held,Mutual FundsExchange Traded Fund/Note,Self,"None (or less than $1,001)","Excepted Investment Fund,","$1,001 - $2,500"
5.4,LSGRX - Loomis Sayles Funds  - Growth Fund Class Y [TrusFiler comment:  No longer held,Mutual FundsMutual Fund,Self,"None (or less than $1,001)","Excepted Investment Fund,","$15,001 - $50,000"
5.5,"Merrill Lynch(New York, NY)Type: Brokerage Sweep Account,",Bank Deposit,Self,"None (or less than $1,001)","Interest,","$201 - $1,000"
5.6,PONPX - Pimco Income Fund Class I-2Filer comment:  No longer held,Mutual FundsMutual Fund,Self,"None (or less than $1,001)","Excepted Investment Fund,","$1,001 - $2,500"
5.7,SVFFX - Smead Value Fund - Class I1Filer comment:  No longer held,Mutual FundsMutual Fund,Self,"None (or less than $1,001)","Excepted Investment Fund,","$5,001 - $15,000"
5.8,PRWAX - T. Rowe Price All-Cap Opportunities FundFiler comment:  No longer held,Mutual FundsMutual Fund,Self,"None (or less than $1,001)","Excepted Investment Fund,","$5,001 - $15,000"
5.9,TSIIX - Thornburg Strategic Income Fund Class I ShsFiler comment:  No longer held,Mutual FundsMutual Fund,Self,"None (or less than $1,001)","Excepted Investment Fund,","$1,001 - $2,500"
5.10,VTV - Vanguard Value ETFFiler comment:  No longer held,Mutual FundsExchange Traded Fund/Note,Self,"None (or less than $1,001)","Excepted Investment Fund,","$5,001 - $15,000"
5.11,Dimensional International Core Equity Market ETF (DFAI)Filer comment:  No longer held,Mutual FundsExchange Traded Fund/Note,Self,"None (or less than $1,001)","Excepted Investment Fund,","$201 - $1,000"
5.12,GQG Partners Emerging Markets Equity Inst (GQGIX)Filer comment:  No longer held,Mutual FundsMutual Fund,Self,"None (or less than $1,001)","Excepted Investment Fund,","$1,001 - $2,500"
6,UBS Account 1,Brokerage/Managed Account,Joint,,,
6.1,SCHW - Charles Schwab Corporation (The) Common Stock,Corporate SecuritiesStock,Joint,"$5,000,001 - $25,000,000","Dividends,","$100,001 - $1,000,000"
6.2,"UBS Bank(New York, NY)Type: Brokerage Sweep Account, Money Market Account, Savings,",Bank Deposit,Joint,"$1,000,001 - $5,000,000","Interest,","$50,001 - $100,000"
7,JPR Spc TrustFiler comment:  Disclosed asset values represent full valuations within trust; spouse has beneficial interest in 25%,TrustGeneral Trust,Spouse,,,
7.1,Merrill Lynch Acct 3,Brokerage/Managed Account,Spouse,,,
7.1.1,ICSH - Ultra-Short-Term Ishares ETFFiler comment:  No longer held,Mutual FundsExchange Traded Fund/Note,Spouse,"None (or less than $1,001)","Excepted Investment Fund,","$201 - $1,000"
7.1.2,GSIMX - Goldman Sachs Gqg Partners International OpportuFiler comment:  No longer held,Mutual FundsMutual Fund,Spouse,"None (or less than $1,001)","Excepted Investment Fund,","$15,001 - $50,000"
7.1.3,AGG - iShares Core U.S. Aggregate Bond ETFFiler comment:  No longer held,Mutual FundsExchange Traded Fund/Note,Spouse,"None (or less than $1,001)","Excepted Investment Fund,","$2,501 - $5,000"
7.1.4,IUSG - iShares Core S&P U.S. Growth ETFFiler comment:  No longer held,Mutual FundsExchange Traded Fund/Note,Spouse,"None (or less than $1,001)","Excepted Investment Fund,","$15,001 - $50,000"
7.1.5,IWF - iShares Russell 1000 Growth ETFFiler comment:  No longer held,Mutual FundsExchange Traded Fund/Note,Spouse,"None (or less than $1,001)","Excepted Investment Fund,","$5,001 - $15,000"
7.1.6,JPST - JPMorgan Ultra-Short Income ETFFiler comment:  No longer held,Mutual FundsExchange Traded Fund/Note,Spouse,"None (or less than $1,001)","Excepted Investment Fund,","$2,501 - $5,000"
7.1.7,LSGRX - Loomis Sayles Funds  - Growth Fund Class Y [TrusFiler comment:  No longer held,Mutual FundsMutual Fund,Spouse,"None (or less than $1,001)","Excepted Investment Fund,","$15,001 - $50,000"
7.1.8,"Merrill Lynch(New York, NY)Type: Brokerage Sweep Account,",Bank Deposit,Spouse,"None (or less than $1,001)","Interest,","$201 - $1,000"
